Question,Answer,Document,Notes
What venues has Taylor Berg-Kirkpatrick published in?,"arXiv.org, International Society for Music Information Retrieval Conference, The Web Conference, IEEE Workshop on Applications of Signal Processing to Audio and Acoustics, Annual Meeting of the Association for Computational Linguistics, AAAI Conference on Artificial Intelligence",data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
What is the most cited paper from Taylor Berg-Kirkpatrick?,Membership Inference Attacks against Language Models via Neighbourhood Comparison,data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
What is the url of the most cited paper from Taylor Berg-Kirkpatrick?,https://arxiv.org/pdf/2305.18462,data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
Who are the authors of the most cited paper from Taylor Berg-Kirkpatrick?,"Justus Mattern, Fatemehsadat Mireshghallah, Zhijing Jin, B. Scholkopf, Mrinmaya Sachan, Taylor Berg-Kirkpatrick",data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
TLDR of the most cited paper from Taylor Berg-Kirkpatrick?,"Neighbourhood attacks are proposed and evaluated, which compare model scores for a given sample to scores of synthetically generated neighbour texts and therefore eliminate the need for access to the training data distribution and clearly outperforms existing reference-free attacks as well as reference-based attacks with imperfect knowledge.",data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
Abstract of the most cited paper from Taylor Berg-Kirkpatrick?,"Membership Inference attacks (MIAs) aim to predict whether a data sample was present in the training data of a machine learning model or not, and are widely used for assessing the privacy risks of language models. Most existing attacks rely on the observation that models tend to assign higher probabilities to their training samples than non-training points. However, simple thresholding of the model score in isolation tends to lead to high false-positive rates as it does not account for the intrinsic complexity of a sample. Recent work has demonstrated that reference-based attacks which compare model scores to those obtained from a reference model trained on similar data can substantially improve the performance of MIAs. However, in order to train reference models, attacks of this kind make the strong and arguably unrealistic assumption that an adversary has access to samples closely resembling the original training data. Therefore, we investigate their performance in more realistic scenarios and find that they are highly fragile in relation to the data distribution used to train reference models. To investigate whether this fragility provides a layer of safety, we propose and evaluate neighbourhood attacks, which compare model scores for a given sample to scores of synthetically generated neighbour texts and therefore eliminate the need for access to the training data distribution. We show that, in addition to being competitive with reference-based attacks that have perfect knowledge about the training data distribution, our attack clearly outperforms existing reference-free attacks as well as reference-based attacks with imperfect knowledge, which demonstrates the need for a reevaluation of the threat model of adversarial attacks.",data/paper_jsons/Taylor Berg-Kirkpatrick_1400419309.json,
"What journal was the paper ""Smaller Language Models are Better Black-box Machine-Generated Text Detectors"" published in?",ArXiv,Taylor Berg-Kirkpatrick_1400419309.json,
"What venue was the paper ""Smaller Language Models are Better Black-box Machine-Generated Text Detectors"" published in?",arXiv.org,Taylor Berg-Kirkpatrick_1400419309.json,
"How many citations does the paper ""Smaller Language Models are Better Black-box Machine-Generated Text Detectors"" have?",23,Taylor Berg-Kirkpatrick_1400419309.json,
"Who are the authors of the paper ""Smaller Language Models are Better Black-box Machine-Generated Text Detectors""?","Fatemehsadat Mireshghallah, Justus Mattern, Sicun Gao, R. Shokri, Taylor Berg-Kirkpatrick",Taylor Berg-Kirkpatrick_1400419309.json,
"Who is the first author of the paper ""Smaller Language Models are Better Black-box Machine-Generated Text Detectors""?",Fatemehsadat Mireshghallah,Taylor Berg-Kirkpatrick_1400419309.json,
"What is the paper ID of the paper ""Smaller Language Models are Better Black-box Machine-Generated Text Detectors""?",1527d3b661154ff7310fa2759b6dd0ddfd559492,Taylor Berg-Kirkpatrick_1400419309.json,
What paper has the paper ID 1527d3b661154ff7310fa2759b6dd0ddfd559492?,Smaller Language Models are Better Black-box Machine-Generated Text Detectors,Taylor Berg-Kirkpatrick_1400419309.json,
What is the TLDR of the paper 'Smaller Language Models are Better Black-box Machine-Generated Text Detectors'?,"Overall, smaller and partially-trained models are better universal text detectors: they can more precisely detect text generated from both small and larger models.",Taylor Berg-Kirkpatrick_1400419309.json,
What is the abstract of the paper 'Smaller Language Models are Better Black-box Machine-Generated Text Detectors'?,"With the advent of fluent generative language models that can produce convincing utterances very similar to those written by humans, distinguishing whether a piece of text is machine-generated or human-written becomes more challenging and more important, as such models could be used to spread misinformation, fake news, fake reviews and to mimic certain authors and figures. To this end, there have been a slew of methods proposed to detect machine-generated text. Most of these methods need access to the logits of the target model or need the ability to sample from the target. One such black-box detection method relies on the observation that generated text is locally optimal under the likelihood function of the generator, while human-written text is not. We find that overall, smaller and partially-trained models are better universal text detectors: they can more precisely detect text generated from both small and larger models. Interestingly, we find that whether the detector and generator were trained on the same data is not critically important to the detection success. For instance the OPT-125M model has an AUC of 0.81 in detecting ChatGPT generations, whereas a larger model from the GPT family, GPTJ-6B, has AUC of 0.45.",Taylor Berg-Kirkpatrick_1400419309.json,
"What journal was the paper ""Contrastive Attention Networks for Attribution of Early Modern Print"" published in?",,Taylor Berg-Kirkpatrick_1400419309.json,
"What venue was the paper ""Contrastive Attention Networks for Attribution of Early Modern Print"" published in?",AAAI Conference on Artificial Intelligence,Taylor Berg-Kirkpatrick_1400419309.json,
"How many citations does the paper ""Contrastive Attention Networks for Attribution of Early Modern Print"" have?",0,Taylor Berg-Kirkpatrick_1400419309.json,
"Who are the authors of the paper ""Contrastive Attention Networks for Attribution of Early Modern Print""?","Nikolai Vogler, Kartik Goyal, Kishore PV Reddy, Elizaveta Pertseva, Sam Lemley, Christopher N. Warren, M. G'Sell, Taylor Berg-Kirkpatrick",Taylor Berg-Kirkpatrick_1400419309.json,
"Who is the first author of the paper ""Contrastive Attention Networks for Attribution of Early Modern Print""?",Nikolai Vogler,Taylor Berg-Kirkpatrick_1400419309.json,
"What is the paper ID of the paper ""Contrastive Attention Networks for Attribution of Early Modern Print""?",d9dc309f719233be9f2a6b6910072e537f96eec8,Taylor Berg-Kirkpatrick_1400419309.json,
What paper has the paper ID d9dc309f719233be9f2a6b6910072e537f96eec8?,Contrastive Attention Networks for Attribution of Early Modern Print,Taylor Berg-Kirkpatrick_1400419309.json,
What is the TLDR of the paper 'Contrastive Attention Networks for Attribution of Early Modern Print'?,"The method successfully improves downstream damaged type-imprint matching among printed works from this period, as validated by in-domain human experts and demonstrates potential to extend the extant historical research about the origins and content of these books.",Taylor Berg-Kirkpatrick_1400419309.json,
What is the abstract of the paper 'Contrastive Attention Networks for Attribution of Early Modern Print'?,"In this paper, we develop machine learning techniques to identify unknown printers in early modern (c.~1500--1800) English printed books.
Specifically, we focus on matching uniquely damaged character type-imprints in anonymously printed books to works with known printers in order to provide evidence of their origins.
Until now, this work has been limited to manual investigations by analytical bibliographers.
We present a Contrastive Attention-based Metric Learning approach to identify similar damage across character image pairs, which is sensitive to very subtle differences in glyph shapes, yet robust to various confounding sources of noise associated with digitized historical books. 
To overcome the scarce amount of supervised data, we design a random data synthesis procedure that aims to simulate bends, fractures, and inking variations induced by the early printing process.
Our method successfully improves downstream damaged type-imprint matching among printed works from this period, as validated by in-domain human experts. The results of our approach on two important philosophical works from the Early Modern period demonstrate potential to extend the extant historical research about the origins and content of these books.",Taylor Berg-Kirkpatrick_1400419309.json,
"What journal was the paper ""Membership Inference Attacks against Language Models via Neighbourhood Comparison"" published in?",ArXiv,Taylor Berg-Kirkpatrick_1400419309.json,
"What venue was the paper ""Membership Inference Attacks against Language Models via Neighbourhood Comparison"" published in?",Annual Meeting of the Association for Computational Linguistics,Taylor Berg-Kirkpatrick_1400419309.json,
"How many citations does the paper ""Membership Inference Attacks against Language Models via Neighbourhood Comparison"" have?",28,Taylor Berg-Kirkpatrick_1400419309.json,
"Who are the authors of the paper ""Membership Inference Attacks against Language Models via Neighbourhood Comparison""?","Justus Mattern, Fatemehsadat Mireshghallah, Zhijing Jin, B. Scholkopf, Mrinmaya Sachan, Taylor Berg-Kirkpatrick",Taylor Berg-Kirkpatrick_1400419309.json,
"Who is the first author of the paper ""Membership Inference Attacks against Language Models via Neighbourhood Comparison""?",Justus Mattern,Taylor Berg-Kirkpatrick_1400419309.json,
"What is the paper ID of the paper ""Membership Inference Attacks against Language Models via Neighbourhood Comparison""?",cb754310302086dfbbcd098263200e2a03f65874,Taylor Berg-Kirkpatrick_1400419309.json,
What paper has the paper ID cb754310302086dfbbcd098263200e2a03f65874?,Membership Inference Attacks against Language Models via Neighbourhood Comparison,Taylor Berg-Kirkpatrick_1400419309.json,
What is the TLDR of the paper 'Membership Inference Attacks against Language Models via Neighbourhood Comparison'?,"Neighbourhood attacks are proposed and evaluated, which compare model scores for a given sample to scores of synthetically generated neighbour texts and therefore eliminate the need for access to the training data distribution and clearly outperforms existing reference-free attacks as well as reference-based attacks with imperfect knowledge.",Taylor Berg-Kirkpatrick_1400419309.json,
What is the abstract of the paper 'Membership Inference Attacks against Language Models via Neighbourhood Comparison'?,"Membership Inference attacks (MIAs) aim to predict whether a data sample was present in the training data of a machine learning model or not, and are widely used for assessing the privacy risks of language models. Most existing attacks rely on the observation that models tend to assign higher probabilities to their training samples than non-training points. However, simple thresholding of the model score in isolation tends to lead to high false-positive rates as it does not account for the intrinsic complexity of a sample. Recent work has demonstrated that reference-based attacks which compare model scores to those obtained from a reference model trained on similar data can substantially improve the performance of MIAs. However, in order to train reference models, attacks of this kind make the strong and arguably unrealistic assumption that an adversary has access to samples closely resembling the original training data. Therefore, we investigate their performance in more realistic scenarios and find that they are highly fragile in relation to the data distribution used to train reference models. To investigate whether this fragility provides a layer of safety, we propose and evaluate neighbourhood attacks, which compare model scores for a given sample to scores of synthetically generated neighbour texts and therefore eliminate the need for access to the training data distribution. We show that, in addition to being competitive with reference-based attacks that have perfect knowledge about the training data distribution, our attack clearly outperforms existing reference-free attacks as well as reference-based attacks with imperfect knowledge, which demonstrates the need for a reevaluation of the threat model of adversarial attacks.",Taylor Berg-Kirkpatrick_1400419309.json,
