Question,Answer,DocumentId,StartIndex
2. What is the cost of attending the reunion reception from now through February 23rd?,"

AI Assistant: I apologize, but I cannot provide you with that information as it is not available in the provided context. The cost of attending the reunion reception is not mentioned in the provided text. Could you please provide more context or clarify your question?","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[37545, 61170, 6098]"
3. What is the cost of attending the reunion reception from February 24th through April 5th?,"

AI Assistant: I apologize, but I cannot provide you with the cost of attending the reunion reception from February 24th through April 5th as it is not provided in the given context. According to the context, the cost is $35 per person for adults and $15 per person for children ages 6-12 from February 23rd through April 5th. However, I cannot provide you with the cost for a specific date range as it is not provided in the given context.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[37545, 61170, 20195]"
4. What is the name of the show being presented by Scotch'n'Soda Theatre?,"

Bot: The name of the show being presented by Scotch'n'Soda Theatre is Disney's The Little Mermaid.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[35465, 63192, 57353]"
5. What is the name of the musical adapted from?,"

AI Assistant: The musical adapted from is Disney's The Little Mermaid.","['data/webpages/url11.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[-1, 57353, 63192]"
6. Who is the main character of the musical?,"

AI Assistant: The main character of the musical is Ariel.","['data/webpages/url3.txt', 'data/webpages/url11.txt', 'data/webpages/url3.txt']","[57353, -1, 63192]"
7. Who are some of Ariel's colorful friends?,"

AI Assistant: Ariel's colorful friends are Flounder the fish, Scuttle the seagull, and Sebastian the crab.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[35465, 57353, 37545]"
"8. How can tickets for Scotch'n'Soda Theatre's performance of ""The Little Mermaid"" be obtained?","




","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[35465, 63192, 57353]"
9. Is the performance free or ticketed?,"
Kiltie Band Director: The performance is free and open to the entire CMU community!","['data/webpages/url11.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[-1, 35465, 10297]"
"10. Who is funding part of the production of ""The Little Mermaid""?","

AI Assistant: I don't know. According to the provided context, there is no information about who is funding part of the production of ""The Little Mermaid.""","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[35465, 57353, 63192]"
1. Where will the Buggy Alumni Association Information Tent be located during Sweepstakes races?,"

AI Assistant: The Buggy Alumni Association Information Tent will be located during Sweepstakes races at the Buggy Alumni Association tent during Sweepstakes races. Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.","['data/webpages/url3.txt', 'data/webpages/url8.txt', 'data/webpages/url8.txt']","[39532, -1, 0]"
2. What is open to the entire CMU community and their guests?,"

Booth! 3:30 PM-11:00 PM ET Open to entire CMU community This year’s theme is “Let the Games Begin.” Be sure to check out every booth and cast your vote for the top choice in each category. Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.Weekend hours:Thursday: 3:30-11 p.m.Friday & Saturday: 11 a.m.-11 p.m.
Carnival Wellness Tent 11:00 AM-7:00 PM ET Open to entire CMU community Relax and breathe with calming activities, sessions, information and much more. Full schedule available in March. Sponsored by Wellness Initiatives and the CMU Alumni Association.Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.Weekend hours:Thursday: 3-7 p.m.Friday & Saturday: 11 a.m. to 7 p.m","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[10297, 22001, 45767]"
3. What is required for check-in at Carnival Headquarters Tent?,"

AI Assistant: I don't know. According to the provided context, there is no information about check-in requirements at Carnival Headquarters Tent.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 22001]"
4. Which tent is exclusively for Tepper alumni and their families?,"

AI Assistant: The Tepper Buggy Tent is exclusively for Tepper alumni and their families. Registration is required for entry.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[23625, 39532, 12141]"
5. Where will Reunion Buggy Watch Tent be located during Sweepstakes races?,"

AI Assistant:  The Reunion Buggy Watch Tent will be located on Hill 5 during Sweepstakes races.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url8.txt']","[39532, 16301, 0]"
1. What is the purpose of the Buggy Breakfast event?,"
AI Assistant: The purpose of the Buggy Breakfast event is for alumni and families of the Mechanical Engineering community to join together and watch the buggy races while enjoying breakfast pastries, coffee, and community.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url8.txt']","[43943, 39532, 3670]"
2. What is the theme of the Inventing Shakespeare exhibit?,"
Bot: The theme of the Inventing Shakespeare exhibit is ""Text, Technology and The Four Folios.""","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[65488, 18187, 3883]"
3. What is being celebrated at the Here to Stay exhibition?,"
Assistant: I don't know. According to the provided context, there is no information about what is being celebrated at the Here to Stay exhibition.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[22001, 53541, 13978]"
4. What is the purpose of the HLAA Presents event?,"

AI Assistant: The purpose of the HLAA Presents event is to celebrate the establishment of CMU's Hispanic Latino Alumni Association (HLAA) as they look to add representation and voice to CMU's Hispanic & Latino community.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[41551, 16301, 53541]"
5. How many years has CMU's Hispanic Latino Alumni Association (HLAA) been established?,"

AI Assistant: The HLAA was established in FY23, which means it has been in existence for 1 year as of the current academic year (FY24).","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/urls_list.txt']","[41551, 20195, 0]"
1. What time does the SCS Breakfast & Buggy event start?,"
AI Assistant: The SCS Breakfast & Buggy event starts at 9:00 AM ET.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[43943, 39532, 16301]"
2. Who is invited to attend the MechE Alumni Breakfast?,"

Bot: The MechE Alumni Breakfast is open to members of the Mechanical Engineering community and their guests.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[13978, 27906, 34138]"
3. What is the name of the event where members of the Dietrich community can watch the buggy races?,"

AI Assistant: The event where members of the Dietrich community can watch the buggy races is called the ""Dietrich College of Humanities and Social Sciences Brunch & Buggy"".","['data/webpages/url3.txt', 'data/webpages/url8.txt', 'data/webpages/url3.txt']","[43943, 0, 39532]"
"4. What is the name of the Mellon College of Science event where alumni, parents, students and friends can watch the buggy races?","



","['data/webpages/url8.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 43943, 16301]"
5. What is the Taste of Pittsburgh Food Truck Festival?,"

AI Assistant: I apologize, but I cannot provide an answer to that question as it is not within my knowledge base or context. The Taste of Pittsburgh Food Truck Festival is not mentioned anywhere in the provided text. Could you please provide more information or clarify the question?","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[61170, 6098, 16301]"
6. Who is invited to attend the Taste of Pittsburgh Food Truck Festival?,"

AI Assistant: The Taste of Pittsburgh Food Truck Festival is open to the entire CMU community and their guests.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[61170, 6098, 34138]"
1. What is the theme of this year's Spring Carnival?,"
AI Assistant: The theme of this year's Spring Carnival is ""Let the Games Begin.""","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 57353]"
2. Where can you meet the Beep-Boop annunciator?,"

Bot: The Beep-Boop annunciator can be found at the Meet & Greet with the Beep-Boop event, which takes place from 11:00 AM-11:00 PM ET on Thursday, Friday, and Saturday of Carnival weekend.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[57353, 45767, 23625]"
3. What activities can you enjoy at the Carnival Rides tent?,"
Assistant: I don't know. The answer to that question is not provided in the given context.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[10297, 0, 22001]"
4. What is the schedule for Carnival Activities Tent?,"

Bot: I apologize, but I cannot provide you with the schedule for Carnival Activities Tent as it is not available in the provided context. The context only provides information about the Carnival schedule, but does not include any details about the activities tent. I recommend checking the Carnival website or contacting the organizers directly for more information.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 47700]"
5. Who is sponsoring the Spring Carnival Committee and the CMU Alumni Association?,"

AI Assistant: The Spring Carnival Committee and the CMU Alumni Association are sponsoring the Carnival Activities Tent.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/urls_list.txt']","[0, 45767, 0]"
6. What is the hours for each day of Spring Carnival?,"

Assistant: I don't know. The context provided does not include the hours for each day of Spring Carnival.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 45767]"
7. Is there any event fee for Spring Carnival?,"

AI Assistant: I apologize, but I cannot provide information on event fees for Spring Carnival as it is not mentioned in the provided context.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 45767]"
8. Who can attend Spring Carnival?,"

Assistant:  Spring Carnival is open to the entire CMU community and their guests. Students, faculty, staff, alumni, and their guests are all welcome to attend.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 45767]"
